"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Indonesia","IDN","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5057502186","1.3780798141","2.1676877672","2.8858079762","3.541728294","4.1431944274","4.6967172513","5.2078094505","5.6811697507","6.120827799","6.5302591625","8.7867437253","10.6996101209","12.3417944079","13.7669548257","15.0154461994","13.6543768411","12.3865137009","11.2025995837","10.0945639032","9.0553384579","8.0787064944","7.1591782469","6.2918876886","5.4725063925","4.7813560091","4.1031284389","4.1031284389","4.1031284389","4.1031284389","4.1031284389","4.1031284389","","","",
"IDA only","IDX","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.36483571630916","2.34911529419704","2.32472266912951","3.04542542262462","2.81268581160602","2.79838838465292","2.84426773495923","2.84420423646542","","","",
"Isle of Man","IMN","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","4","3.7480532081","3.5106857738","3.2866677911","3.0749039093","2.8744154215","2.6843251411","2.503844571","2.3322629711","2.1689380038","2.0132876988","2.211677658","2.4095417855","2.6068821689","2.8037008852","3","2.8373512837","2.6815813668","2.5322629052","2.3890032343","2.2514409222","2.1192427239","1.9921008869","1.8697307588","1.7518686599","1.6382699869","1.7107408947","1.7798039093","1.8456938894","1.9086245974","1.9687910165","2.0263713682","2.081528876","2.13441331","2.1851623455","2.2339027595","2.2339027595","2.2339027595","2.2339027595","2.2339027595","2.2339027595","2.2339027595","2.2339027595","2.2339027595","2.2339027595","2.2339027595","2.2339027595","","","",
"Not classified","INX","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","49.2523364486","48.9062707146","48.5650342285","48.2285266048","47.8966502207","47.5693101225","47.2464139344","46.927871772","46.6135961587","46.3035019455","45.9975062344","45.6955283042","45.3974895397","45.1033133635","44.8129251701","42.7495863349","40.5796303876","38.2945744645","35.8850112798","33.3404796749","30.6493127879","27.7984591959","24.7732712441","20.2475533549","15.9951043201","15.5482815057","9.387543167","6.9863013699","10.7135555101","17.804731596","19.1631606626","23.2397820888","27.1588436873","29.909416502","32.3915107655","36.2355902019","38.7182723897","35.68611545","33.4925724756","33.5612424302","33.5799584631","33.3965844402","","","",
"Iran, Islamic Rep.","IRN","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1188195148","1.6231156764","1.2048192771","1.1890606421","1.1737089202","1.1587485516","1.1441647597","1.1299435028","1.1426978818","1.154796087","1.1668942922","1.1789924973","1.1789924973","1.1789924973","1.1789924973","1.1789924973","1.1789924973","1.1789924973","1.1789924973","1.1789924973","1.1789924973","1.1789924973","1.1789924973","1.1789924973","1.1789924973","1.1789924973","1.1789924973","1.1789924973","1.1789924973","","","",
"Iraq","IRQ","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","1.1094674556","1.0392296895","0.9691543268","0.8992408049","0.8294885639","0.7598970462","0.6904995103","0.6212547389","0.5521622282","0.4832214765","0.4144319844","1.3631090487","2.2956004984","3.21231705","4.1136556404","5","6.4184397163","7.6981450253","8.8585209003","9.9155145929","10.8823529412","11.7700987306","12.5880758808","13.3441981747","14.0452261307","14.696969697","14.276169265","13.8302752294","13.3569739953","12.8536585366","12.3173803526","11.7447916667","11.1320754717","10.4748603352","9.768115942","9.0060240964","8.1818181818","7.2875816993","6.3139931741","5.25","5.3264604811","5.317769131","10.9356860924","16.0857908847","9.6962204168","8.5275964655","10.6543465963","","","",
"Iceland","ISL","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","9.2592592593","9.1911764706","9.1240875912","9.0579710145","8.9928057554","8.9285714286","8.9285714286","8.9285714286","8.9285714286","8.9285714286","8.9285714286","7.4582976903","5.9880239521","6.3063063063","6.6265060241","6.9486404834","7.2727272727","7.5987841945","7.9268292683","8.2568807339","8.5889570552","8.53690277","8.4848484848","8.4848484848","8.4848484848","22.6897689769","34.4914400806","44.452181987","52.9715762274","60.3413654618","66.7795334838","68.5116436045","67.957866123","70.3983516484","72.3110465116","71.1462450593","76.1538461538","71.1462450593","71.1462450593","71.1462450593","71.1462450593","71.1462450593","","","",
"Israel","ISR","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","4.7953964194","4.849137931","4.9019607843","4.953888335","5.0049431537","5.0551470588","5.1045211473","5.1530858245","5.2008608321","5.2478652751","5.2941176471","5.2941176471","5.2941176471","5.2941176471","5.2941176471","5.2941176471","5.2941176471","5.4339646306","5.577436158","5.7246749903","5.8758314856","5.8758314856","5.8758314856","5.8758314856","5.8758314856","5.8758314856","5.9952056921","6.1116996936","6.2254164861","6.3364542124","6.4449064449","6.55126498","6.663025669","6.2903225806","5.7830092119","6.0004834922","6.2233410251","6.4517841971","6.6860256686","6.9262890341","6.7743616467","6.4591836735","6.1569215392","5.8667972576","5.5880940951","5.3201506591","2.396804261","4.5441826615","4.6162172611","4.5226183779","4.3680955833","4.0013089313","","","",
"Italy","ITA","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","21.6346153846","22.826156607","23.9877710978","25.120572333","26.2256192269","27.3039194336","28.3532349823","29.3778433461","30.3786070042","31.3563487542","32.3118539683","32.1366293442","31.9570305093","31.7728916003","31.5840382609","31.3902870909","31.1882826288","30.9808804641","30.7678613214","30.5489938855","30.3240339629","30.8688942182","31.4008450462","31.9203398719","32.4278111316","32.923671473","33.4083148751","33.8821176914","34.345439625","35.2309463708","35.8946297609","35.7838647124","35.6640946197","35.5341748061","35.3927580034","35.2382474567","34.9899220814","34.7175478843","20.4722719141","30.6125236777","28.5611203892","26.5233753076","24.4991524812","22.514619883","22.5185705094","22.5225225225","22.5793208609","22.636406397","22.6937813145","22.7071660277","22.7205665388","22.7205665388","","","",
"Jamaica","JAM","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0043103448","7.15485605","7.3076122045","7.4626278521","7.6199534982","7.7796411649","7.941744448","8.1063185774","8.2734204793","8.4431088424","8.6154441863","8.7904889335","8.9683074848","18.748291883","26.9450549451","34.0567028351","40.2255024783","45.6272987331","50.3967681431","54.6388005452","58.4363025789","61.8556701031","58.1818181818","81.2407680945","72.6457426996","60.2732662632","40.931756995","6.4246064785","9.5043819813","","","",
"Jordan","JOR","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","5.9866962306","5.6861906798","5.4065208419","5.1455923414","4.9015824006","4.6728971963","4.4581370062","4.2560675343","4.0655961736","3.8857522418","3.7156704362","3.9904705182","4.2253521127","4.4284243048","4.6057390885","4.7619047619","4.0192926045","3.3536585366","3.4782608696","3.6083841868","3.7444037444","3.8867295947","4.0358107148","4.192139738","4.3562583918","4.5287637699","4.3080939948","4.6077210461","4.4776119403","4.4186046512","4.0811988522","4.1439476554","5.2575107296","4.2025862069","4.2873696408","4.4792833147","4.4711378045","3.8869257951","4.3285238624","5.0572239069","3.6934074662","3.1127286658","3.0466970387","3.2051282051","3.3379794725","3.3379794725","3.3379794725","","","",
"Japan","JPN","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","18.7074829932","18.5824238337","18.4581527576","18.334662339","18.2119452447","18.0899942335","17.968802154","17.8483619437","17.7286666274","17.6097093158","17.4914832045","17.3888411703","17.2866520788","16.7881330978","16.2802793877","15.7628262826","16.0312412831","16.2952307182","16.6870713179","17.0787096774","17.4701459531","16.0603118396","14.5540460721","14.7243048306","14.8959996188","15.0691486816","15.2437705745","15.4013015184","14.8330596606","14.2541436464","14.2258972555","14.1965876377","14.1688794477","14.1401047678","14.1111506947","14.0820155454","14.0526976161","13.8713745271","13.4007585335","13.137755102","13.1545338442","13.1545338442","","","",
"Kazakhstan","KAZ","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3254111771","17.0982338345","16.8631760268","17.6894518454","18.662117091","19.823856139","21.2357344981","22.9882868298","22.5112796391","21.6069343394","21.3455258001","21.2358315006","19.0174646069","25.0870752142","25.4592485422","28.2852955545","27.6238221232","28.2282786713","28.78691214","29.9943909507","29.0843726421","31.9958401941","28.2483267944","29.0045267661","28.5632489469","20.9752782261","16.9191064478","18.4900667644","18.4900667644","","","",
"Kenya","KEN","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9043435822","4.0767349199","4.2577684562","4.448110766","4.6484987839","4.8597493392","5.0827702851","5.3185735405","5.568290442","5.8331898942","6.1146999359","5.3451737889","4.7643271008","4.3103448276","4.2303652702","4.1583499667","4.0931657336","4.0338846309","3.979739508","3.9300906233","3.8844002486","3.8844002486","3.8844002486","3.8844002486","3.8844002486","3.8844002486","7.5148809524","7.5148809524","7.5148809524","7.5148809524","7.5148809524","7.5148809524","","","",
"Kyrgyz Republic","KGZ","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8653579219","2.9003644058","2.9353708897","2.9703773736","3.0053838576","3.0403903415","3.0753968254","3.2290650093","3.3940426741","3.5716260297","3.7633172377","3.9708670059","4.1963282128","4.2330175368","4.2703540835","4.3083551316","4.34703858","4.3864229765","4.3864229765","4.3864229765","4.3864229765","4.3864229765","4.3864229765","4.3864229765","4.3864229765","4.3864229765","4.3864229765","4.3864229765","","","",
"Cambodia","KHM","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.510989011","1.510989011","1.510989011","1.510989011","1.510989011","1.510989011","1.510989011","1.510989011","1.510989011","1.510989011","1.510989011","1.510989011","1.510989011","1.510989011","1.510989011","1.510989011","","","",
"Kiribati","KIR","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","","",
"Korea, Rep.","KOR","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7228974234","10.2490148403","10.7403443915","11.2002260135","11.631585351","12.0748165101","12.4947170246","12.893081761","13.5934598721","14.5193468618","15.4478798929","15.347651984","15.2590611391","15.6359803233","15.9515360075","15.2397260274","16.2552459189","16.2304768234","16.2057830974","16.1811643974","16.1566203819","16.1321507117","16.1077550495","16.08343306","16.05918441","16.5047103331","16.43157817","16.43157817","16.43157817","16.43157817","16.43157817","16.43157817","","","",
"Kuwait","KWT","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4163568773","2.5801704891","2.6359529679","2.6838906603","2.7255296883","2.7620349221","2.7943006709","2.8230249248","2.5389037071","2.2777047744","2.2891919318","2.2999307028","2.3099919162","2.2760232336","2.2430390995","2.2109973211","2.1798580825","2.1495837798","2.1201388694","2.091489729","2.0636045292","2.0364531159","2.0100069013","1.9510969687","1.864","1.864","1.864","1.864","1.864","","","",
"Latin America & Caribbean (excluding high income)","LAC","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3762006921379","12.0852951034547","11.7303068118079","10.1039989478708","9.79080860152771","9.6243321664793","9.69716531516619","9.73927800915767","","","",
"Lao PDR","LAO","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8668766104","4.3081601622","3.8645146624","3.5037098104","3.2045240339","2.9524140327","2.7370793753","2.5510204082","2.3886469018","2.2457067371","2.1656050955","2.2193211488","2.3224043716","2.3224043716","2.3129251701","2.3129251701","2.3129251701","","","",
"Lebanon","LBN","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","3.9946737683","3.9835257579","3.9731648538","3.9635105379","3.9544929123","3.9460510042","3.9381313852","3.9306870398","3.9236764311","3.9170627252","3.9108131444","3.9048984232","3.8992923506","3.8939713817","3.8889143066","3.8841019688","3.8795170219","3.875143721","3.8709677419","3.8669760247","4.1643454039","4.4513560587","4.7285399853","4.9963933638","5.2553795223","5.505931612","6.6117580233","7.7569012863","8.9434961742","10.1738348569","11.4503816794","16.507703595","21.186440678","25.5275697754","29.5663600526","33.3333333333","36.855036855","40.1546698394","43.2525951557","46.1667599328","48.9130434783","48.9130434783","48.9130434783","48.9130434783","48.9130434783","48.9130434783","48.9130434783","","","",
"Liberia","LBR","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","14.7977288857","16.5937573895","18.3880879225","20.1807228916","21.9716646989","23.7609157423","25.5484784147","27.3343551049","29.118548197","30.9010600707","32.681893101","34.4610496587","36.2385321101","36.3174413391","36.3928675826","36.465036465","36.5341545353","36.6004112406","36.6004112406","36.6004112406","36.6004112406","36.6004112406","36.6004112406","36.6004112406","36.6004112406","36.6004112406","36.6004112406","36.6004112406","36.6004112406","36.6004112406","36.6004112406","36.6004112406","36.6004112406","36.6004112406","","","",
"Libya","LBY","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4705882353","1.6419491525","1.8162393162","1.9935344828","2.1739130435","2.3129891004","2.4548858172","2.5996898836","2.7474915782","2.8983849568","3.0513176144","3.0513176144","3.0513176144","3.0513176144","3.0513176144","3.0513176144","3.3426889849","3.618506522","3.8799832781","4.1282093599","4.3641671191","4.5887441458","4.8027444254","4.8027444254","4.8027444254","4.8027444254","4.8027444254","4.8027444254","4.8027444254","4.8027444254","4.8027444254","4.8027444254","","","",
"St. Lucia","LCA","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Latin America & Caribbean","LCN","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2287103727694","10.9069717492513","10.556016882097","9.2308851062897","8.98410627193393","8.85460466038578","8.9157868195058","8.95402521584914","","","",
"Least developed countries: UN classification","LDC","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.75974946483544","1.7501986267752","1.74798419099673","1.75082517604703","1.73848936765506","1.73657593241799","1.73665562187","1.73657593241799","","","",
"Low income","LIC","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.61682826136382","2.60476820450413","2.59860376924249","2.60227492595563","2.58333415337903","2.57971490129871","2.57984967230778","2.57971490129872","","","",
"Liechtenstein","LIE","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9961101443","2.2476607921","2.4835562314","2.7052138067","2.9138847821","3.110677975","3.2965794659","3.4724691231","3.6391345286","3.7972827681","3.9475504589","4.439869269","4.933167806","5.4274489972","5.9227157819","6.4189711108","6.4189711108","6.4189711108","6.4189711108","6.4189711108","6.4189711108","6.4189711108","6.4189711108","6.4189711108","6.4189711108","6.4189711108","6.4189711108","6.4189711108","6.4189711108","6.4189711108","6.4189711108","6.4189711108","","","",
"Lower middle income","LMC","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.99805551318746","3.03908235254911","3.09514071264593","3.90637749958319","3.89125142519477","3.45809487863482","3.49511698415604","3.46107978752948","","","",
"Low & middle income","LMY","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8695182589753","8.66387092630921","8.50652131802016","8.61962962347352","8.53898910511312","8.18244230228958","7.53834103509066","7.47967989242309","","","",
"Lesotho","LSO","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","23.6840055055","25.4116904298","27.1847765251","29.0050772388","30.8745039004","32.7950724155","34.7689105179","36.7982656321","38.8855134103","41.0331670091","43.2438871847","45.5204932898","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","45.6621004566","","","",
"Late-demographic dividend","LTE","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4617805709304","20.6573599395035","20.0849928524579","19.4572966489736","18.9168642442403","18.3281964965534","16.8913766743663","16.906166382423","","","",
"Lithuania","LTU","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.1056985294","94.8590462661","94.577586659","94.2533923886","93.8759311271","93.4308997173","91.8713872832","90.9651096","89.9290757611","89.4374740785","76.6153846154","87.9115633623","63.7474997457","85.7513098741","84.2610859593","82.4955178535","79.9638872767","76.0294824107","69.0795868773","46.7281879195","48.027078124","37.9019162066","26.9111969112","23.7312787452","23.7312787452","23.7312787452","23.7312787452","","","",
"Luxembourg","LUX","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4867256637","24.9565217391","24.4235695986","23.9495798319","23.4710743802","22.2068965517","20.8913213448","19.6918221779","18.3089763468","16.8568771663","15.3301886792","13.7230122991","12.0288106468","10.2403186712","8.3494395052","6.1052631579","7.4226804124","8.3146067416","4.6403712297","6.5789473684","4.4642857143","2.9279279279","3.5087719298","3.6398467433","8.9249492901","0","0","","","",
"Latvia","LVA","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5233730522","20.0088261253","20.4595744681","20.879211175","21.2708498809","21.6372021522","21.0653753027","21.8192627824","19.8300283286","18.6092015142","20.2332098262","21.5054349901","20.4098998483","20.5346253815","20.5346253815","","","",
"Macao SAR, China","MAC","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9153463105","2.9602283022","2.9624664879","2.9862344583","3.0070016402","2.9660544399","2.9272733347","2.8904908749","2.8548770817","4.1060423732","5.1700863931","4.8833480809","4.5736985003","4.2382773576","3.8737275716","3.4760825233","3.0406211369","2.561679551","2.0324034129","2.0324034129","2.0324034129","2.0324034129","2.0324034129","2.0324034129","2.0324034129","2.0324034129","2.0324034129","2.0324034129","2.0324034129","2.0324034129","","","",
"Monaco","MCO","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Moldova","MDA","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.8160978095","50.0917604512","53.782356655","57.9720579675","62.7694532072","64.7518087737","66.8230395645","68.989259465","71.2571563015","72.5028996917","73.8532643039","75.3220074274","76.9254089638","78.6828774063","80.2798103045","82.0486092061","81.5052311846","80.9336949622","80.3317535545","79.7843173094","79.2048162549","78.6818446414","77.6583034648","77.2619047619","77.3428232503","69.4047619048","69.5340501792","69.2857142857","72.875","73.0576441103","","","",
"Madagascar","MDG","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","0","0.0507144613","0.1025957992","0.155684755","0.210023989","0.2656581946","0.3226342213","0.3810012059","0.4408107143","0.5021168927","0.5649766321","0.6294497433","0.6955991477","0.7634910814","0.8331953168","0.9047854017","0.9783389181","1.0235165285","1.0685756403","1.1135167191","1.1581050862","1.2030466283","1.1942258186","1.1942258186","1.1942258186","1.1942258186","1.1942258186","1.1942258186","1.1942258186","1.1942258186","1.1942258186","1.1942258186","1.1942258186","1.1942258186","1.1942258186","1.1942258186","1.1942258186","1.1942258186","","","",
"Maldives","MDV","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9411764706","3.0602685542","3.1715666532","3.2758116408","3.3736533737","3.0405405405","3.0546623794","3.0674846626","3.0791788856","3.0898876404","3.0997304582","3.1088082902","3.1172069825","3.125","3.3530571992","3.5856573705","3.8229376258","4.0650406504","4.7358247423","4.8570227082","4.9732289951","5.0847457627","5.0847457627","5.0847457627","5.0847457627","5.0847457627","5.0847457627","5.0847457627","5.0847457627","5.0847457627","5.0847457627","5.0847457627","5.0847457627","5.0847457627","5.0847457627","","","",
"Middle East & North Africa","MEA","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80078325801374","2.75465285387275","2.82100620397826","5.0388922884965","5.5203376371035","5.14241610332818","4.78443454617574","5.05857858785894","","","",
"Mexico","MEX","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5930232558","9.5041322314","9.7724230254","9.6688741722","9.2810457516","9.3143596378","9.1450284991","9.2731829574","9.1811414392","9.1235719649","9.0660024907","8.9480618375","9.6353815817","9.0919794659","9.1344189576","9.1837324001","7.7572859745","9.548360951","9.5723606899","9.553535534","9.5459396958","","","",
"Marshall Islands","MHL","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.13274815230328","8.91866514570932","8.75202044911452","8.86693080168306","8.78674477384067","8.41464055554824","7.74632462164828","7.68062613386928","","","",
"North Macedonia","MKD","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6205787781","17.2913944372","16.8357810414","16.1635912972","15.0722543353","19.1492701303","22.062539482","34.6104129264","52.2186072269","59.1820854228","52.2587511826","36.1574746009","26.6855291159","22.2721466015","20.6345998383","20.8516220171","7.1728597663","21.6292702648","14.8280780267","11.3791617946","2.1372376952","3.9377597962","0.9660923185","1.545166898","3.4761404635","1.545166898","","","",
"Mali","MLI","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0294117647","0.8260906979","0.6807113341","0.5715946522","0.486677386","0.4187128457","0.3630851664","0.3167147843","0.2774683746","0.2438213455","0.2154137631","0.1903878542","0.1681737027","0.1483226454","0.130476654","0.119634496","0.1088798726","0.0982117281","0.0876290235","0.0771307366","0.0771307366","0.0771307366","0.0771307366","0.0771307366","0.0771307366","0.0771307366","0.0771307366","0.0771307366","0.0771307366","0.0771307366","0.0771307366","0.0771307366","0.0771307366","0.0771307366","0.0771307366","","","",
